21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,150,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,akbar,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
21-05-2021,Akbar,0,Male,7.5,100
21-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
22-05-2021,,131,Male,7.5,100
22-05-2021,,203,Male,89,180
22-05-2021,,0,Male,7.5,100
22-05-2021,,203,Male,89,180
22-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
22-05-2021,,0,Male,7.5,100
